file_name,text,summary,model
2020-10-18_6_239897547604.json,"Wegen der drastisch steigenden Corona-Zahlen gilt in Paris und anderen französischen Städten nun eine nächtliche Ausgangssperre. Die neue Regelung trat in der Nacht zu Samstag um Mitternacht in Kraft. Die Ausgangssperre gilt für mehrere Wochen zwischen 21 Uhr abends und 6 Uhr morgens. Zu dieser Zeit dürfen sich Menschen nur aus einem triftigen Grund vor der Tür aufhalten. Auch ein Gesundheitsnotstand ist seit diesem Samstag wieder in Kraft. Mit ihm kann die Regierung Einschränkungen per Verordnung durchsetzen. Besondere Sorge weg Coronavirus in grossen Städten Frankreich kämpft seit Wochen mit steigenden Corona-Zahlen. Am Samstag wurden binnen 24 Stunden mehr als 32'000 neue Infektionen mit dem Coronavirus gemeldet - ein Spitzenwert. Besondere Sorge herrscht über die Auslastung der Intensivstationen in grossen Städten wie Paris. Immer mehr Covid-19-Patienten belegen dort die Betten. Das Pariser Innenministerium veröffentlichte am Freitagabend ein Formular, das jeder ausgefüllt bei sich tragen soll, der während der Ausgangssperre vor die Tür muss. Folgende Ausnahmen können unter anderem darauf angeben werden: Arbeitsweg, medizinische Notfälle, Pflege von Angehörigen oder Betreuung von Kindern oder Weg zum Flughafen oder Bahnhof für Langstreckenreisen. Auch das Gassigehen mit dem Hund ist erlaubt - allerdings nur im Radius von einem Kilometer zur Wohnung. Hohe Bussen sind möglich Wer sich nun nicht an die neuen Beschränkungen hält, muss 135 Euro (rund 145 Franken) Strafe zahlen - für Wiederholungstäter können Tausende Euro fällig werden. 12'000 Polizisten sollen die Einhaltung der Regeln kontrollieren. Von den Ausgangssperren sind neben dem Grossraum Paris die Städte Lille, Grenoble, Lyon, Aix-Marseille, Montpellier, Rouen, Toulouse und Saint-Etienne betroffen. Gastronomen haben die Massnahme massiv kritisiert. Sie mussten bereits im Frühjahr wochenlang schliessen und beklagen nun wieder heftige Einnahmeverluste. «Es ist der Tod der Restaurants in Paris am Abend. In der Hauptstadt kommen die Leute um 21 Uhr im Restaurant an, wir essen hier nicht mit den Hühnern. Eine sehr grosse Mehrheit der Betriebe wird daher am Abend, gegen 18 Uhr, schliessen», sagte der Präsident des Hotel- und Gaststättenverbands Umih Ile de France, Frank Delvau, der Zeitung «Le Figaro».","Aufgrund stark steigender Corona-Infektionszahlen wurde in Paris und anderen Städten Frankreichs eine nächtliche Ausgangssperre eingeführt, die von 21 Uhr abends bis 6 Uhr morgens gilt und für mehrere Wochen in Kraft bleibt. Ausnahmen von der Ausgangssperre gelten für ausgewiesene triftige Gründe wie Arbeitswege, medizinische Notfälle, Pflege von Angehörigen oder Betreuung von Kindern. Verstöße gegen die Ausgangssperre werden mit Geldbußen von 135 Euro geahndet. Betroffen sind neben dem Großraum Paris die Städte Lille, Grenoble, Lyon, Aix-Marseille, Montpellier, Rouen, Toulouse und Saint-Étienne. Gastronomen kritisieren die Maßnahme scharf und klagen über massive Einnahmeverluste.",mistralai/Mixtral-8x7B-Instruct-v0.1
2021-05-11_6_428561171434.json,"Die Züge und Busse des Schweizer Regionalverkehrs sind mehrheitlich in gutem Zustand und ordentlich. Zudem verkehren sie meistens pünktlich. Dies gilt namentlich für die Züge im Agglomerationsverkehr (S-Bahn-Züge), auf dem Land und in den Bergregionen. So lautet das Fazit des Berichts über das Qualitätsmesssystem im regionalen Personenverkehr (QMS RPV) für das Jahr 2020, der am Dienstag vom Bundesamt für Verkehr (BAV) veröffentlicht wurde. Erstmals enthält dieser Bericht auch Daten zur Pünktlichkeit. Am besten schneidet dabei die Bahn ab: Im gesamtschweizerischen Durchschnitt trafen 95 Prozent der berücksichtigten Züge rechtzeitig ein (weniger als 3 Minuten Verspätung). Mit einem Wert von über 99 Prozent (99,3) war der Regionalverkehr Bern-Solothurn (RBS) deutlich pünktlicher unterwegs und darf sich damit als pünktlichste Bahn der Schweiz loben, vor der Frauenfeld-Wil-Bahn (FW) und den Appenzeller Bahnen (AB). Luft nach oben bei Sauberkeit Direkte Züge vom Typ RegioExpress (RE) und Interregio (IR) hätten häufiger Verspätung als Züge des Agglomerationsverkehrs (S-Bahn) und solche, die ausserhalb der Zentren verkehren (in ländlichen Gebieten und Bergregionen), schreibt das BAV. Die Regionalbusse seien schweizweit in rund 90 Prozent aller Fälle pünktlich. Dabei erzielten die Buslinien in ländlichen Regionen und im Berggebiet bessere Ergebnisse als diejenigen in den Agglomerationen. Die Werte für die von den Testkundinnen und -kunden bewerteten Qualitätsmerkmale seien auch im Jahr 2020 gesamthaft gut und gegenüber dem Vorjahr stabil geblieben. Am schlechtesten beurteilt worden sei erneut die Sauberkeit, gefolgt vom Indikator Kundeninformation (Durchsagen, Anzeigen, Aushang von Liniennetz- und Fahrplänen). Sowohl bei Bussen als auch bei Zügen seien insgesamt Verbesserungen erkennbar, und zwar in der ganzen Schweiz und unabhängig von der Grösse der Transportunternehmen, so das BAV. Demgegenüber seien die Sauberkeit und die Kundeninformation an den Haltestellen im Berichtsjahr deutlich schlechter bewertet worden als 2019.","Laut dem Bericht des Bundesamts für Verkehr (BAV) über das Qualitätsmesssystem im regionalen Personenverkehr (QMS RPV) für 2020 sind die Züge und Busse des Schweizer Regionalverkehrs weitgehend in gutem Zustand und verkehren meist pünktlich. Der Bahnverkehr schnitt beim Thema Pünktlichkeit insgesamt am besten ab, wobei der Regionalverkehr Bern-Solothurn (RBS) mit über 99 Prozent Pünktlichkeit herausragte. Es besteht jedoch noch Verbesserungspotenzial bei Sauberkeit und Kundeninformation, die im gesamtschweizerischen Durchschnitt als die am schlechtesten bewerteten Qualitätsmerkmale genannt wurden.",mistralai/Mixtral-8x7B-Instruct-v0.1
2021-12-10_6_678900728110.json,"Ein News-Scout aus Blonay VD war um acht Uhr morgens mit dem Auto Richtung Lausanne unterwegs. «Die Autobahn war voller Schnee, weit und breit war kein Räumungsfahrzeug zu sehen», sagt er zu 20 Minuten. «Ich konnte nur zwischen zehn und 40 Kilometer pro Stunde fahren», so der News-Scout. Der Mitarbeiter bei Nestle sagt, er habe für die Strecke 40 Minuten gebraucht, doppelt so lange wie normalerweise. «<Wo bleibt die Schneeräumung?>, habe ich mich gefragt. Vielleicht waren sie grad beim Frühstück oder sie sind gerade vorbeigekommen und es hat wieder eine Schippe Schnee draufgehauen», sagt der News-Scout. Auch in den nächsten Tagen soll es laut Meteorologen kräftig weiterschneien. In der Nacht auf Samstag sinkt die Schneefallgrenze wieder bis ins Flachland. Entlang der Alpen und in höheren Lagen wird nochmals bis zu 20 Zentimeter Neuschnee zusammenkommen.","Am Morgen des Tages war die Autobahn in Richtung Lausanne von Schnee bedeckt, und es war kein Schneeräumfahrzeug in Sicht. Ein News-Scout, der zur Arbeit bei Nestle unterwegs war, berichtete gegenüber 20 Minuten, dass er nur mit einer Geschwindigkeit von 10-40 km/h fahren konnte und doppelt so lange für die Strecke benötigte. Er fragte sich, wo die Schneeräumung geblieben sei, und vermutete, dass die Räumfahrzeuge entweder beim Frühstück waren oder gerade vorbeigekommen waren, als noch mehr Schnee fiel. Für die nächsten Tage werden vom Wetterdienst weitere Schneefälle im Flachland und bis zu 20 Zentimeter Neuschnee in höheren Lagen vorhergesagt.",mistralai/Mixtral-8x7B-Instruct-v0.1
2020-04-15_6_670941183943.json,"Waschmaschinen wissen, was sie tun. 90 Minuten, sagt das Waschgerät etwa voraus, wird der Waschgang dauern. Oft sagt es dazu noch, was es gerade tut, «Spülen», zum Beispiel oder «Auflockern». Und dann das: Das Display zeigt noch immer ein paar Minuten Restwaschzeit an, obwohl die Wäsche schon fertig sein sollte. Und diese wollen dann einfach nicht vergehen. Beim Warten keimt der Verdacht auf, dass die Maschine bei der Zeitangabe ein bisschen schummelt. Kann das sein? Wir wollten es genau wissen und haben Experten gefragt, wie lang eine Waschmaschinen-Minute wirklich dauert. Eine gute Gelegenheit ergab sich Ende Januar auf der Messe Swissbau, an der viele Hersteller grosser Haushaltsgeräte ihre Produkte präsentieren. Es liegt am Waschmittel Erster Stopp: Electrolux. Die Waschzeitberechnung sei eine Näherung, die schon mal etwas abweichen könne, sagt Carmen Baumgardt, die am Messestand die neuesten Waschtechnologien erklärt. Eine Waschzeit von anfangs 90 Minuten kann also unterschiedlich lange dauern? «Das ist so», bestätigt Baumgardt. Sie weiss auch, woran das liegt: «Die meisten Leute dosieren das  Waschmittel viel zu hoch», sagt sie. «Die erste Priorität für die Maschine ist es, die Wäsche sauber zu bekommen, die zweite, das Waschmittel vollständig auszuspülen», erklärt die Fachfrau. Nötigenfalls schalte die Maschine einen Spülgang dazu. Die Zeit spielt dabei eine untergeordnete Rolle. Ein anderer Grund dafür, dass der Waschgang länger dauert, könne eine Unwucht sein. Eine Unwucht entsteht, wenn sich statt vieler kleiner Wäschestücke ein grosses in der Trommel befindet, das dann an einer Seite der Trommel klebt, beispielsweise eine Decke. Dadurch wird die Trommel an einer Seite schwerer. Damit beim Schleudern nichts kaputtgeht, passt die Waschmaschine ihr Verhalten an. Zu kaltes Wasser bremst Waschmaschinen aus Zweiter Stopp: V-Zug. Dort ist der Experte für die Programmierung gerade nicht auffindbar. Man antwortet aber wenig später ausführlich per E-Mail. «Eine Minute ist eine Minute», sagt man dort. Allerdings könnten verschiedene Faktoren «das Programmende zeitlich nach hinten verschieben». Dazu gehörten sehr kaltes Einlaufwasser, zu viel Waschmittel oder eine Unwucht beim Schleudern. Jetzt wissen wir es genau. Einfach «einen Schubs» Waschmittel in die Maschine geben ist öfter zu viel des Guten. Zumindest der vergebliche Abstieg in den Keller dürfte sich in Zukunft aber zunehmend erübrigen: Inzwischen gibt es die ersten Waschmaschinen, die als «Smart Devices» den Nutzer benachrichtigen, wenn sie fertig sind.","Der Artikel beschäftigt sich mit der Frage, warum Waschmaschinen oft nicht die angegebene Zeit für einen Waschgang einhalten. Dabei wurde ein Experte der Firma Electrolux befragt, der bestätigte, dass die Waschzeitberechnung eine Näherung ist und die tatsächliche Dauer von Faktoren wie der Menge des Waschmittels und einer eventuellen Unwucht beeinflusst wird. Ein Spülgang wird hinzugeschaltet, wenn die Wäsche nicht gründlich genug gereinigt wurde. Die Firma V-Zug erklärte, dass verschiedene Faktoren, wie sehr kaltes Einlaufwasser, zu viel Waschmittel oder eine Unwucht beim Schleudern, das Programmende zeitlich nach hinten verschieben können. Zudem gibt es inzwischen erste Waschmaschinen, die den Nutzer benachrichtigen, wenn sie fertig sind.",mistralai/Mixtral-8x7B-Instruct-v0.1
2020-07-29_6_777680273630.json,"Die in Dubai ansässige Airline Emirates will ihren Kunden die Angst vor dem Fliegen in Zeiten von Corona nehmen - und muss das auch, zumal der weltweit grösste Langstreckenanbieter hart von den Folgen der Pandemie getroffen wurde und bis zu 9000 Stellen streichen wird. «Wir wissen, dass jetzt, da die Grenzen weltweit wieder langsam öffnen, die Leute wieder mehr fliegen wollen», so Emirate-Chef Ahmed bin Saeed Al Maktoum. «Doch sie wollen auch Flexibilität und Sicherheit, sollte etwas Unvorhergesehenes während ihrer Reise passieren.» Automatisch ausgestellt Deswegen offeriert Emirates ab sofort eine «Covid-19-Versicherung», die für alle Emirates-Passagiere kostenfrei ist, ob sie nun in der Holz- oder in der First Class fliegen. Sie ist vom Antritt der Reise an für 31 Tage gültig, wird automatisch ausgestellt und bis Ende Oktober angeboten. Darin enthalten sind medizinische Kosten von umgerechnet bis zu 160'000 Franken sowie mögliche Hotelkosten im Fall einer verhängten Quarantäne in der Höhe von rund 120 Franken pro Tag während maximal zwei Wochen. Selbst für den Corona-bedingten Todesfall ist vorgesorgt: Emirates übernimmt Beerdigungskosten von bis zu 1700 Franken. Insgesamt erleidet die Luftfahrtindustrie  wegen der Corona-Epidemie riesige Einbrüche. Dazu trägt nicht nur bei, dass Länder ihre Grenzen geschlossen haben und Touristen aus Angst vor einer Ansteckung vor Auslandreisen und Flügen zurückschrecken. Auch die Absage von Mega-Events wie den Olympischen Spielen in Japan, Festivals oder Konferenzen haben massiv auf die Nachfrage nach Flügen gedrückt. 2020 werde, so der internationale Luftfahrtverband IATA, das «schlimmste je verzeichnete Jahr» für die Branche werden.","Emirates mit Sitz in Dubai hat eine kostenlose Covid-19-Versicherung eingeführt, um Passagieren in Anbetracht der Pandemie mehr Flexibilität und Sicherheit zu bieten. Die Versicherung, die für 31 Tage gültig ist, umfasst medizinische Kosten, Hotelkosten bei Quarantäne und Übernahme von Beerdigungskosten bei Corona-bedingtem Todesfall. Die Luftfahrtindustrie erlebt aufgrund von Grenzschließungen, Angst vor Ansteckung und Absagen von Großveranstaltungen riesige Einbrüche, was laut IATA zu einem historisch schlechten Jahr für die Branche führt.",mistralai/Mixtral-8x7B-Instruct-v0.1
2020-04-14_6_237584842650.json,"Im modernen Fussball ist es normal, dass die gut bezahlten Profis auch ausserhalb der Dienstzeiten einen vorbildlichen Lebenswandel pflegen. Gesund und ausgewogen Essen, ausreichend Schlaf, verantwortungsvoller Umgang mit Alkohol und Sozialen Medien. So weit nichts Neues. Antonio Conte geht einen Schritt weiter. Inter Mailands Trainer gibt seinen Spielern Sex-Tipps. Es scheint sich auszuzahlen. Aktuell liegen die Nerazzurri in der Serie A nur einen Zähler hinter Leader Juventus Turin. «Im besten Fall die eigene Frau» Was Conte seinen Spielern konkret mitgibt: «Während der Saison darf Sex nicht zu lange dauern. Und er sollte mit minimalem Aufwand betrieben werden. Die Spieler sollten also Positionen wählen, bei der die Partnerin oben ist.» Und der 50-Jährige hatte noch einen besonders hilfreichen Gratis-Tipp parat: «Die Partnerin sollte im besten Fall die eigene Frau sein. Weil dann muss man nicht aussergewöhnlich sein.» Diese Zitate stammen aus einem aktuellen Interview mit der französischen Sportzeitung «L'Equipe» und machen im Netz die Runde.","Antonio Conte, Trainer von Inter Mailand, gibt seinen Spielern ungewöhnliche Ratschläge zur Optimierung ihrer Leistung: Er gibt Tipps zum Geschlechtsverkehr während der Saison, empfiehlt kurze Dauer und minimalen Aufwand, sowie die Wahl von Stellungen, bei denen die Partnerin oben ist. Ebenso empfiehlt er, wenn möglich, die eigene Ehefrau als Partnerin zu wählen. Diese Ratschläge sollen offenbar dazu beitragen, dass die Spieler fit und leistungsfähig bleiben. Inter Mailand liegt aktuell nur einen Punkt hinter Leader Juventus Turin in der Serie A.",mistralai/Mixtral-8x7B-Instruct-v0.1
2021-01-29_6_469986896488.json,"Nachdem sich die Lieferung des Impfstoffes von BioNTech/Pfizer verspätet hat, könnte es auch beim Moderna-Vakzin zu Verspätungen kommen. Die Lieferengpässe beeinträchtigen die Impfkampagnen der Kantone. So mussten in mehreren Kantonen die Zweitimpfungen verschoben werden. Wie gerufen käme darum die Zulassung des Corona-Impfstoffes des US-Pharmakonzerns Johnson & Johnson, den das Schweizerische Heilmittelinstitut Swissmedic derzeit prüft. Anders als die EU, die USA, Kanada und weitere Länder hat die Schweiz allerdings noch keinen Liefervertrag mit dem Hersteller abgeschlossen -  obwohl sie laut der NZZ schon seit dem Herbst Gespräche führt. Experten sehen im neuen Vakzin einen «Game-Changer», da schon eine Dosis einen wirksamen Schutz bieten soll (siehe Box). Experte fordert Tempo Angesichts des weltweiten Verteilkampfes fordern Experten das Bundesamt für Gesundheit (BAG) nun auf, bei den Verhandlungen aufs Tempo zu drücken. Man müsse jetzt sofort auf weitere Impfstoffhersteller zugehen und sich schnell Optionen für mehr Impfstoff sichern, sagt etwa Andreas Faller, Gesundheitsexperte und Ex-Vizedirektor des BAG. «Der Bund hat bei der Beschaffung von Impfstoff gezögert und am falschen Ort zu sparen versucht. Jetzt muss mutig und entschlossen gehandelt werden, sonst sind die letzten Optionen weg. Mit Johnson & Johnson, die einen Standort in der Schweiz haben, hat der Bund jetzt nochmals eine konkrete Chance», sagt Faller. Der Bund müsse überlegen, was er machen könne, um den Hersteller so gut wie möglich zu unterstützen, um schnell Impfdosen zu bekommen. «Eine Möglichkeit wäre, die Produktion von Impfstoff für den eigenen Bedarf zu unterstützen, um schnelleren Zugang zu bekommen, so wie es auch die EU macht.» Laut Faller darf das auch etwas kosten, weil es um den einzigen Weg aus dieser Pandemie gehe und jeder Tag Lockdown die Schweiz rund 150 Millionen Franken koste. Mit der Forderung ist Faller nicht alleine. Auch Hans-Jörg Bertschi von der Unternehmerorganisation Autonomiesuisse forderte auf Twitter, die Schweiz solle beim US-Multi eine grosse Bestellung aufgeben: Das Bundesamt für Gesundheit (BAG) äussert sich derzeit nicht zum Stand der Verhandlungen mit Johnson & Johnson. Thomas Moser, Mediensprecher von Johnson & Johnson Schweiz, sagt: «Wir verhandeln derzeit mit verschiedensten Regierungen, darunter auch die Schweiz.» Es sei erfreulich, dass man mit der Tochterfirma Janssen Vaccines einen Standort in der Schweiz habe, der eine entscheidende Rolle für die Entwicklung des Corona-Impfstoffes spielte. Ob der Schweizer Standort einen Einfluss auf die Verhandlungen habe, kann Moser allerdings nicht kommentieren.","Die Lieferung des BioNTech/Pfizer-Impfstoffs hat sich verspätet, und möglicherweise wird sich dies auch auf die Lieferungen des Moderna-Vakzins auswirken. Dies verzögert die Impfkampagnen der Kantone, weshalb Zweitimpfungen verschoben werden mussten. Angesichts dessen fordern Experten das Bundesamt für Gesundheit auf, bei den Verhandlungen mit dem US-Pharmakonzern Johnson & Johnson, dessen Impfstoff derzeit von Swissmedic geprüft wird, beschleunigt vorzugehen. Bisher hat die Schweiz jedoch noch keinen Liefervertrag mit Johnson & Johnson abgeschlossen, obwohl Gespräche seit Herbst laufen. Experten sehen im Johnson & Johnson-Vakzin einen „Game-Changer“, da bereits eine Dosis einen wirksamen Schutz bieten soll. Der Bund wird nun aufgefordert, mutig und entschlossen zu handeln, um den Hersteller im weltweiten Verteilkampf zu unterstützen und eine große Bestellung aufzugeben, um einen schnelleren Zugang zu Impfstoffdosen zu erhalten.",mistralai/Mixtral-8x7B-Instruct-v0.1
2020-04-14_6_219386498925.json,"Klimaaktivisten des Collective Climate Justice versperrten am 8. Juli dieses Jahres die Eingänge der Hauptsitze der Grossbanken Credit Suisse in Zürich und UBS in Basel. Sie errichteten Sitzblockaden und blockierten die Zugänge teils mit Velos und Pflanzenkübeln. Die Polizei griff ein und verhaftete mehrere Aktivisten. Der «CH Media» liegen mittlerweile die verhängten Strafen vor. Die Zürcher Staatsanwaltschaft hat gegen 57 Erwachsene einen Strafbefehl erlassen wegen Nötigung und teilweise Hausfriedensbruchs. Neben den Verfahrenskosten von 800 Franken erhielten sie bedingte Geldstrafen von je 60 Tagessätzen. 80 Tage hinter Gittern Fünf Personen sollen diesen Entscheid angefochten haben. Damit kommt es zu einem Gerichtsprozess. Wie die Oberstaatsanwaltschaft gegenüber der Zeitung sagt, wurden zwei Verfahren eingestellt, eines an einen anderen Kanton abgetreten und ein weiteres sei noch hängig. Von den Demonstranten in Zürich trifft es zwei ausländische Vertreter von Greenpeace am härtesten. Zwei Frauen aus Deutschland landeten 80 Tage im Gefängnis und müssen rund 3140 Franken für die Verfahrenskosten zahlen. Vorwürfe gegenüber den Banken Von den verhafteten 19 Personen in Basel akzeptierte niemand das Verdikt. In nächster Zeit werden noch mehrere Dutzend weitere Strafbefehle wegen der Vorfälle bei der UBS erlassen. Dies sagte ein Sprecher der Staatsanwaltschaft Basel auf Anfrage der Zeitung. Die Polizei in Basel räumt das Gelände. Die Aktivisten protestierten gegen das finanzielle Engagement der Grossbanken zur Förderung von Kohle, Öl und Gas. Ein Aktivist sagte gegenüber 20 Minuten: «Schweizer Banken unterstützen mit Milliarden Projekte und Unternehmen, die für massenweise Umweltverschmutzung sorgen. Darum wollen wir hier ein Zeichen setzen.» Man wolle, dass die Banken die Finanzierung von «dreckigen Energien» sofort einstellten. «Sie ignorieren den Klimawandel völlig.»","Am 8. Juli haben Aktivisten der Gruppe Collective Climate Justice die Hauptsitze der Credit Suisse in Zürich und der UBS in Basel besetzt, um gegen die Finanzierung von Kohle, Öl und Gas durch die Banken zu protestieren. Die Polizei verhaftete mehrere Aktivisten, und es wurden Strafbefehle wegen Nötigung und Hausfriedensbruchs erlassen. Zwei Aktivistinnen von Greenpeace, die in Zürich verhaftet wurden, müssen 80 Tage ins Gefängnis und rund 3140 Franken für die Verfahrenskosten zahlen. In Basel wurden alle 19 verhafteten Aktivisten nicht schuldig gesprochen, und es stehen weitere Strafbefehle aus. Die Aktivisten fordern ein sofortiges Ende der Finanzierung von ""dreckigen Energien"" durch die Banken, die der Meinung sind, dass diese den Klimawandel ignorieren.",mistralai/Mixtral-8x7B-Instruct-v0.1
2020-12-14_6_360808031117.json,"Die als Zombie-Angelina-Jolie bekannt gewordene Sahar Tabar wurde wegen Blasphemie, Aufruf zur Gewalt und «Erzielung von Einkommen durch unangemessene Mittel» zu zehn Jahren Gefängnis verurteilt worden. Dies berichtet unter anderem die «Bild»-Zeitung. Sahar Tabar wurde mit ihren Grusel-Bildern berühmt. Sie behauptete, 50 Schönheitsoperationen gehabt zu haben, um wie Angelina Jolie auszusehen - das Ergebnis war eine Zombie-Version der Schauspielerin. In Wahrheit aber gelangen ihr die Schock-Fotos dank Make-up und Bildbearbeitung und sie erreichte damit fast 500'000 Follower. Ein Scherz, der im Iran aber nach hinten losgegangen ist. Tabar sei ein schlechtes Vorbild, es habe auch Beschwerden aus der Bevölkerung gegeben, argumentierten die Behörden.  Im Oktober 2019 wurde sie festgenommen. Echte Angelina soll einschreiten Das nun vorliegende Strafmass ruft die iranische Aktivistin Masih Alinejad auf den Plan. Sie habe das Urteil  aus dem Familienkreis und vom Anwalt Tabars erfahren. Die Mutter weine jeden Tag. Alinejad wendet sich in einer Twitter-Botschaft an die echte Angelina Jolie, um ihre Hilfe zu erbitten. «Geben Sie ihr eine Stimme! Helfen Sie uns!». Es könne nicht sein, dass eine 19-Jährige wegen des Gebrauchs von Photoshop zu zehn Jahren Gefängnis verurteilt werde.","Sahar Tabar, bekannt als ""Zombie-Angelina-Jolie"", wurde in Iran zu 10 Jahren Gefängnis verurteilt, wegen Blasphemie, Aufruf zur Gewalt und ""unangemessener Mittel"" zur Einkommenserzielung. Tabar wurde berühmt durch ihre gruseligen Bilder, die sie wie Angelina Jolie aussehen ließen, was aber durch Make-up und Bildbearbeitung erreicht wurde. Ihre Festnahme erfolgte im Oktober 2019, und nun fordert die iranische Aktivistin Masih Alinejad die echte Angelina Jolie auf, einzuschreiten, um Tabars Strafmaß zu überprüfen und ihre Freilassung zu unterstützen.",mistralai/Mixtral-8x7B-Instruct-v0.1
2021-05-03_6_144254624673.json,"Seit 1985 muss in jedem Badezimmer ein sogenannter FI-Schalter eingebaut werden (siehe Box). Dieser schützt grundsätzlich vor dem Elektrisieren und gilt als Vorsichtsmassnahme vor einem Stromschlag, so Nicolas Kessler, Sprecher der Beratungsstelle für Unfallverhütung BfU. Er ist überzeugt: «So ein Schalter kann das Leben retten.» Das, nachdem am Donnerstag eine junge Frau aufgrund eines Stromschlages in ihrer Badewanne ums Leben kam. Zum tödlichen Unfall kam es, nachdem das Mobiltelefon, das zum Laden an den Strom angeschlossen war, während des Badens ins Wasser fiel. Durch den entstandenen Stromschlag zog sich die 22-jährige Schweizerin tödliche Verletzungen zu. Bei Gebäuden, die vor 1985 gebaut wurden, ist der FI -Schutzschalter allerdings keine Pflicht. Wie viele Gebäude das betrifft, ist unklar. «Genaue Zahlen gibt es nicht, doch vermutlich haben 20 bis 25 Prozent aller Gebäude wohl keinen FI-Schalter», schätzt Andre Moser, Technischer Experte beim eidgenössischen Starkstrominspektorat ESTI, auf Anfrage von 20 Minuten. Auch Moser geht davon aus, dass «mit grosser Wahrscheinlichkeit» ein solcher Schalter den Unfall von letzter Woche hätte verhindern können. Moser betont nochmals: «Elektrische Anschlüsse und Erzeugnisse gehören nie in die Bereiche einer Badewanne oder Dusche.» Ob beim Unfall der jungen Frau von letzter Woche ein FI-Schalter fehlte, war bei der Kantonspolizei St. Gallen nicht zu erfahren. «Das ist kein Vergleich zur tödlichen Gefahr» Ein Elektroinstallateur sagt zu 20 Minuten, dass man gerade auf dem Land regelmässig Häuser antreffe, die über keinen FI-Schalter verfügten. Wichtig sei, dass man diesen als Laie nicht selbst installiere, dies könne wiederum einen Stromschlag nach sich ziehen. Ob der FI-Schalter im Fall Gossau den Tod der 22-jährigen Frau verhindert hätte, hänge vom genauen Ablauf ab. Jedoch biete ein solcher Schalter bereits einen Schutz. Keine Nachrüstung sei inakzeptabel «Ein FI-Schalter ist in jedem Badezimmer eine absolute Pflicht und seit Jahrzehnten eine Selbstverständlichkeit», sagt GLP-Präsident Jürg Grossen, selber Elektroplaner. Wohnungen, in denen dieser Sicherheitsmechanismus zumindest in Bädern und für Aussensteckdosen nicht nachgerüstet worden sei, seien absolut inakzeptabel. «Wenn er in diesem Fall gefehlt hätte, wäre das für mich eine Unterlassungssünde der Immobilienbesitzer. Die Hausbesitzer haben die Verantwortung, die Immobilien in gutem Zustand zu halten und die Sicherheit der Mieterinnen und Mieter zu gewährleisten. Benutzerinnen und Benutzer müssen aber trotzdem verantwortungsvoll handeln, am Stromnetz eingesteckte Geräte haben in der Nähe der Badewanne nichts zu suchen, da auch ein FI nicht in jedem Fall schützt.» Falls in vielen Wohnungen ein solcher FI-Schalter heutzutage jedoch immer noch fehle, brauche es doch eine gesetzliche Nachrüstpflicht. Bereits 2017 wurde eine Nachrüstpflicht nach einem Unfall in Kehrsatz breit diskutiert - zwei Kinder starben beim Baden, als ein Haartrockner in die Badewanne fiel. Josef Schmucki, Experte für Niederspannungsinstallationen bei Electrosuisse, vermutete, dass die Todesfälle wohl dank FI-Schalter hätten verhindert werden können, wie «Der Bund» berichtete. Er forderte, dass Hauseigentümer ihre Altbauten schleunigst nachrüsten und auch eine gesetzliche Pflicht begrüsste Schmucki.","Seit 1985 muss in jedem Badezimmer ein FI-Schalter installiert werden, der vor Elektrisierung schützt und im Falle eines Stromschlags lebensrettend sein kann. Jedoch ist dieser Schalter in Gebäuden, die vor 1985 gebaut wurden, nicht zwingend vorhanden. Laut Andre Moser, Technischem Experten beim eidgenössischen Starkstrominspektorat ESTI, hätte ein solcher Schalter vermutlich den tödlichen Unfall in Gossau verhindern können. GLP-Präsident Jürg Grossen betont die Wichtigkeit des FI-Schalters und bezeichnet Wohnungen ohne diesen Sicherheitsmechanismus als inakzeptabel. Experte Josef Schmucki von Electrosuisse fordert gar eine gesetzliche Nachrüstpflicht für Altbauten.",mistralai/Mixtral-8x7B-Instruct-v0.1
